record_id,redcap_event_name,type_of_event,constitutional_event,constitutional_event_other,state,state_other,year,language,language_other,translation,constitution_complete,coder_name,coder_name_other,codeable,type_coder,peak_identified,court_name,process_type,flowchart,flowchart_conf,actors,rectangles,diamonds,event_notes,did_you_translate,translated_text,translator_name,other_tranlsator_name,process_complete,flowchart_change,which_year_compared,describe_change,significant_change,type_of_change,significance_justification,changes_is_this_a_new_constitution,changes_is_this_a_new_institution,new_institution_explanation,judges_selected_individually_or_slate,describe_selected_individually_or_slate,number_nominators,number_selectors,complication,legislature_involved,changes_notes,changes_over_time_complete
"Spain 1923",appointment_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1923",removal_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1926",general_informatio_arm_1,2,[document],,199,,1926,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 1926",appointment_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1926",removal_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1927",general_informatio_arm_1,2,[document],,199,,1927,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 1927",appointment_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1927",removal_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1931",general_informatio_arm_1,1,[document],,199,,1931,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 1931",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Court of Constitutional Guarantees",1,[document],40,4,2,4,"Not sure about the number of actors",,,,,1,,,,,,,,,,,,,,,,,
"Spain 1931",removal_1_arm_1,,,,,,,,,,,6,,3,1,1,"The Court of Constitutional Guarantees",2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1931",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,"rollover/tenure not specified, but multiple pathways appoint more than one",10,6,1,1,,1
"Spain 1936",general_informatio_arm_1,3,[document],,199,,1936,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 1936",appointment_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1936",appointment_2_arm_1,,,,,,,,,,,20,,3,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"Spain 1936",removal_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1936",removal_2_arm_1,,,,,,,,,,,20,,3,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"Spain 1938",general_informatio_arm_1,2,[document],,199,,1938,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 1938",appointment_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1938",removal_1_arm_1,,,,,,,,,,,5,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1942",general_informatio_arm_1,2,[document],,199,,1942,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 1942",appointment_1_arm_1,,,,,,,,,,,6,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1942",removal_1_arm_1,,,,,,,,,,,6,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1945",general_informatio_arm_1,2,[document],,199,,1945,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 1945",appointment_1_arm_1,,,,,,,,,,,6,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1945",removal_1_arm_1,,,,,,,,,,,6,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1946",general_informatio_arm_1,2,[document],,199,,1946,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 1946",appointment_1_arm_1,,,,,,,,,,,6,,3,1,1,"The Supreme Court ",1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1946",removal_1_arm_1,,,,,,,,,,,6,,3,,1,"The Supreme Court ",2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1946a",general_informatio_arm_1,2,[document],,199,,,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 1946a",appointment_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1946a",appointment_2_arm_1,,,,,,,,,,,20,,3,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"Spain 1946a",removal_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1946a",removal_2_arm_1,,,,,,,,,,,20,,3,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"Spain 1958",general_informatio_arm_1,2,[document],,199,,1958,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 1958",appointment_1_arm_1,,,,,,,,,,,6,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1958",removal_1_arm_1,,,,,,,,,,,6,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1967",general_informatio_arm_1,1,[document],,199,,1967,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 1967",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"the Council of the Realm",1,[document],40,11,5,1," see Article 59, footnote 132. The Council of the Realm seems to act as a Court of Constitutional Guarantees but there is also a supreme court in the system ",,,,,1,,,,,,,,,,,,,,,,,
"Spain 1967",removal_1_arm_1,,,,,,,,,,,6,,3,1,1,"the Council of the Realm",2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1967",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1931,"From six pathways (12 members) to five (five members).",1,2,"change in pathways and number of justices.",1,1,"supreme court to council of the realm",2,"each pathway only leads to one appointment,.",5,1,2,3,,1
"Spain 1978",general_informatio_arm_1,1,[document],,199,,1978,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 1978",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Constitutional Court",1,[document],60,5,4,1,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1978",removal_1_arm_1,,,,,,,,,,,6,,4,1,1,"The Constitutional Court",2,,,,,,"see Art 159",,,,,1,,,,,,,,,,,,,,,,,
"Spain 1978",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1967,"from five pathways and five members to four pathways and 12 members.",1,2,"change in pathways and size",1,1,"from council of the realm to constitutional court",1,"two or the pathways lead to four appointments (the other two =two) and The members of the Constitutional Court shall be appointed for a period of nine years  and shall be renewed by thirds every three years.  ",4,1,2,1,,1
"Spain 1992",general_informatio_arm_1,2,[document],,199,,1992,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 1992",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Constitutional Court",1,[document],60,5,4,1,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1992",removal_1_arm_1,,,,,,,,,,,6,,4,1,1,"The Constitutional Court",2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 1992",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1992,,,,,,,,,,,,,,,1
"Spain 2011",general_informatio_arm_1,2,[document],,199,,2011,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 2011",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Constitutional Court",1,[document],60,5,4,1,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 2011",appointment_2_arm_1,,,,,,,,,,,20,,1,1,1,"Constitutional Court",1,[document],60,5,5,0,"There are 12 members.   judges serve for 9 years, 1/3 replaces every 3 years (article 159)    Nancy summer 2016: added term limits and turnover to flowchart",,,,,2,,,,,,,,,,,,,,,,,
"Spain 2011",removal_1_arm_1,,,,,,,,,,,6,,4,1,1,"The Constitutional Court",2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 2011",removal_2_arm_1,,,,,,,,,,,20,,3,1,,,,,,,,,"Section 165  An organic act shall make provision for the functioning of the Constitutional Court, the status of its members, the procedure to be followed before it, and the conditions governing actions brought before it.",,,,,2,,,,,,,,,,,,,,,,,
"Spain 2011",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1992,,,,,,,,1,"There are 12 members.   judges serve for 9 years, 1/3 replaces every 3 years (article 159)",,,,,,2
"Spain 2011a",general_informatio_arm_1,2,[document],,199,,2011,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spain 2011a",appointment_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Spain 2011a",removal_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1931",general_informatio_arm_1,1,[document],,200,,1931,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1931",appointment_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1931",removal_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1946",general_informatio_arm_1,1,[document],,200,,1946,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1946",appointment_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",1,[document],80,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1946",removal_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",2,[document],60,3,1,0,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1946",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,4,,10,1,1,2,,1
"Sri Lanka_1947",general_informatio_arm_1,7,[document],,200,,1947,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1947",appointment_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",1,[document],80,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1947",removal_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",2,[document],60,3,1,0,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1947",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"Language change from Governor to Governor-General",3,,,,,,,,,,,,,1
"Sri Lanka_1947",removal_changes_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"Language change from Governor to Governor-General",3,,,,,,,,,,,,,1
"Sri Lanka_1947a",general_informatio_arm_1,2,[document],,200,,1947,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1947a",appointment_1_arm_1,,,,,,,,,,,6,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1947a",removal_1_arm_1,,,,,,,,,,,6,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1954",general_informatio_arm_1,7,[document],,200,,1954,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1954",appointment_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",1,[document],80,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1954",removal_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",2,[document],60,3,1,0,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1954",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1947,,,,,,,,,,,,,,,1
"Sri Lanka_1970",general_informatio_arm_1,7,[document],,200,,1970,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1970",appointment_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1970",removal_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1971",general_informatio_arm_1,7,[document],,200,,1971,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1971",appointment_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1971",removal_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1972",general_informatio_arm_1,1,[document],,200,,1972,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1972",appointment_1_arm_1,,,,,,,,,,,4,,1,1,1,"Constitutional Court",1,[document],80,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1972",removal_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1972",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"Name change of court from Supreme Court to Constitutional Court",3,,,,,,,,,,,,,1
"Sri Lanka_1975",general_informatio_arm_1,2,[document],,200,,1975,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1975",appointment_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1975",removal_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1977",general_informatio_arm_1,2,[document],,200,,1977,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1977",appointment_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1977",removal_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1978",general_informatio_arm_1,1,[document],,200,,1978,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1978",appointment_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",1,[document],80,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1978",removal_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",2,[document],60,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1978",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"Name change back to Supreme Court from Constitutional Court",3,,,,,,,,,,,,,1
"Sri Lanka_1978",removal_changes_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1954,"Elaboration on address of parliament and how it can lead to different pathways",1,4,"Signifies the involvement of a legislative body in the process",,,,,,2,1,2,1,,1
"Sri Lanka_1979",general_informatio_arm_1,2,[document],,200,,1979,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1979",appointment_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1979",removal_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1982",general_informatio_arm_1,2,[document],,200,,1982,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1982",appointment_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1982",removal_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1983",general_informatio_arm_1,2,[document],,200,,1983,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1983",appointment_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1983",removal_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1984",general_informatio_arm_1,2,[document],,200,,1984,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1984",appointment_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1984",removal_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1986",general_informatio_arm_1,2,[document],,200,,1986,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1986",appointment_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1986",removal_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1987",general_informatio_arm_1,2,[document],,200,,1987,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1987",appointment_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1987",removal_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1988",general_informatio_arm_1,2,[document],,200,,1988,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_1988",appointment_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",1,[document],80,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1988",removal_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",2,[document],60,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_1988",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1978,,,,,,,,,,,,,,,1
"Sri Lanka_2001",general_informatio_arm_1,2,[document],,200,,2001,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_2001",appointment_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",1,[document],80,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_2001",removal_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",2,[document],60,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_2001",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1988,,,,,,,,,,,,,,,1
"Sri Lanka_2010",general_informatio_arm_1,2,[document],,200,,2010,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_2010",appointment_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_2010",removal_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_2010a",general_informatio_arm_1,2,[document],,200,,2010,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_2010a",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Supreme Court ",1,[document],40,1,0,1,"not sure if there is another institution nominating judges before President appoints them",,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_2010a",removal_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Supreme Court ",2,[document],60,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_2010a",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2001,,,,,,,,,,,,,,,1
"Sri Lanka_2015",general_informatio_arm_1,2,[document],,200,,2015,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka_2015",appointment_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Sri Lanka_2015",removal_1_arm_1,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"St. Kitts And Nevis 1983",general_informatio_arm_1,1,[document],,201,,1983,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"St. Kitts And Nevis 1983",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"Supreme Court",1,[document],40,11,2,1,"uncertain regarding number of actors",,,,,1,,,,,,,,,,,,,,,,,
"St. Kitts And Nevis 1983",removal_1_arm_1,,,,,,,,,,,6,,1,1,1,"Supreme Court ",2,[document],,11,2,1,"uncertain regarding number of actors",,,,,1,,,,,,,,,,,,,,,,,
"St. Kitts And Nevis 1983",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,4,,10,1,3,2,"Two advising/consulting steps that I did not count as nominators",1
"St. Lucia 1978",general_informatio_arm_1,1,[document],,202,,1978,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"St. Lucia 1978",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Supreme Court ",1,[document],40,1,0,1,,,,,,1,,,,,,,,,,,,,,,,,
"St. Lucia 1978",removal_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Supreme Court ",2,[document],40,1,0,1,,,,,,1,,,,,,,,,,,,,,,,,
"St. Lucia 1978",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,4,,10,1,1,2,,1
"St. Vincent And The Grenadines 1979",general_informatio_arm_1,1,[document],,203,,1979,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"St. Vincent And The Grenadines 1979",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Supreme Court ",1,[document],40,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,
"St. Vincent And The Grenadines 1979",removal_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Supreme Court ",2,[document],40,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,
"St. Vincent And The Grenadines 1979",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,4,,10,1,2,2,,1
Sudan_1955,general_informatio_arm_1,3,[document],,204,,1955,27,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan_1955,appointment_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1955,removal_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1958,general_informatio_arm_1,5,[document],,204,,1955,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan_1958,appointment_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1958,removal_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1962,general_informatio_arm_1,2,[document],,204,,1962,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan_1962,appointment_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Sudan_1962,appointment_2_arm_1,,,,,,,,,,,20,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1962,removal_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Sudan_1962,removal_2_arm_1,,,,,,,,,,,20,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1964,general_informatio_arm_1,4,[document],,204,,1964,27,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan_1964,appointment_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1964,removal_1_arm_1,,,,,,,,,,,4,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1971,general_informatio_arm_1,3,[document],,204,,1971,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan_1971,appointment_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1971,removal_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1973,general_informatio_arm_1,1,[document],,204,,1973,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan_1973,appointment_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",1,[document],80,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1973,removal_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",2,[document],80,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1973,appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,4,,10,1,1,2,,1
Sudan_1985,general_informatio_arm_1,3,[document],,204,,1985,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan_1985,appointment_1_arm_1,,,,,,,,,,,4,,1,1,2,,1,[document],80,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1985,removal_1_arm_1,,,,,,,,,,,4,,1,1,1,"Supreme Court",2,[document],80,3,1,1,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1985,appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1973,"from the president appoints to the transitional military council of the head of state shall appoint",3,,"different actors but basically the same process",3,2,"still supreme court",4,,10,1,1,2,,1
Sudan_1987,general_informatio_arm_1,2,[document],,204,,1987,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan_1987,appointment_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Sudan_1987,removal_1_arm_1,,,,,,,,,,,4,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
